Develp,0x208e16012C0D774703cAA93f00F59A2d4a31689a
Consensys,0xF45C77EadD434612fCD93db978B3E36B0D58eC99
Attestant (BVI) Limited,0xcd51df5142156BD92E7A9494Dd2b9362f5078D64
ChainSafe Systems,0x29d5a9917A82Dbb77e3362128C425d3a63eE8E6F
Twinstake,0xC6AACba3a2dF56169aaA93c2947BF7Cea346fDA5
Prysm Team / Offchain Labs,0x09858D581F8F5CE13C164A83BFE84fD2a6A36CA0
Sigma Prime,0x209a649DAF35f390285c28F8FE3907804535C247
